course_id,title,description,tags,text,provider,subject,level,duration_hours,url
openlearn_250fe7b50507,What happens to you when you read?,Ever wondered about the psychology of literature or stories? Or how a certain narrative might change our attitude or perspective?,,What happens to you when you read? Ever wondered about the psychology of literature or stories? Or how a certain narrative might change our attitude or perspective?,OpenLearn (The Open University),what happens you when you read,Introductory,,https://www.open.edu/openlearn/what-happens-you-when-you-read/content-section-0
openlearn_fb7700e304c7,Why use literature reviews in health and social care?,Why use literature reviews in health and social care?&nbsp;is a free course which introduces and explains how literature reviews can support evidence-based practice in health and social care. A ...,,Why use literature reviews in health and social care? Why use literature reviews in health and social care?&nbsp;is a free course which introduces and explains how literature reviews can support evidence-based practice in health and social care. A ...,OpenLearn (The Open University),health sports psychology,Intermediate,,https://www.open.edu/openlearn/health-sports-psychology/why-use-literature-reviews-health-and-social-care
openlearn_98980b5744ce,Beginners’ Tamil: a taster course,"Start exploring the Tamil language and its scripts and sounds. You will learn how to greet people and introduce yourself, as well as how to count from one to ten. You will also be introduced to ...",,"Beginners’ Tamil: a taster course Start exploring the Tamil language and its scripts and sounds. You will learn how to greet people and introduce yourself, as well as how to count from one to ten. You will also be introduced to ...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/beginners-tamil-taster-course
openlearn_1b8564d82013,Listening for form in popular music,"This free course, Listening for form in popular music, explores form, or how music is organised in time. It looks at three strategies for communicating form&nbsp;– through the use of specialist terms ...",,"Listening for form in popular music This free course, Listening for form in popular music, explores form, or how music is organised in time. It looks at three strategies for communicating form&nbsp;– through the use of specialist terms ...",OpenLearn (The Open University),history the arts,Intermediate,,https://www.open.edu/openlearn/history-the-arts/listening-form-popular-music
openlearn_55641d8153bf,Getting started with Italian 3,"In this free course, Getting started with Italian 3, you will learn and practise how to make enquiries about travel times using the 12-hour and 24-hour clock. You'll also have the opportunity to ...",,"Getting started with Italian 3 In this free course, Getting started with Italian 3, you will learn and practise how to make enquiries about travel times using the 12-hour and 24-hour clock. You'll also have the opportunity to ...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-italian-3
openlearn_d34f3f09a12a,Getting started with Italian 2,"In the free course, Getting started with Italian 2, you will learn and practise how to ask and say the time in Italian. This will include learning and practising how to ask and say the time using ...",,"Getting started with Italian 2 In the free course, Getting started with Italian 2, you will learn and practise how to ask and say the time in Italian. This will include learning and practising how to ask and say the time using ...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-italian-2
openlearn_3428e37a440a,Looking globally: the future of education,"In this free course you will explore three big themes that are challenging the world itself and therefore education: the environment, demographic changes and the impact of technological advances. ...",,"Looking globally: the future of education In this free course you will explore three big themes that are challenging the world itself and therefore education: the environment, demographic changes and the impact of technological advances. ...",OpenLearn (The Open University),education development,Advanced,,https://www.open.edu/openlearn/education-development/looking-globally-the-future-education
openlearn_b3b624654471,Working with diversity in services for children and young people,"This free course, Working with diversity in services for children and young people, will provide you with an understanding of the ways in which diverse and intersecting social identities structure ...",,"Working with diversity in services for children and young people This free course, Working with diversity in services for children and young people, will provide you with an understanding of the ways in which diverse and intersecting social identities structure ...",OpenLearn (The Open University),education development,Advanced,,https://www.open.edu/openlearn/education-development/working-diversity-services-children-and-young-people
openlearn_04aa6623fa4f,Challenging ideas in mental health,"Take a new and different look at mental health. This free course, Challenging ideas in mental health, invites you to think differently about life's dilemmas by taking account of the views of all ...",,"Challenging ideas in mental health Take a new and different look at mental health. This free course, Challenging ideas in mental health, invites you to think differently about life's dilemmas by taking account of the views of all ...",OpenLearn (The Open University),health sports psychology,Intermediate,,https://www.open.edu/openlearn/health-sports-psychology/health/challenging-ideas-mental-health/content-section-0
openlearn_ffa9c115bf7d,The caring manager in health and social care,"In this free course, The caring manager in health and social care, particular attention will be paid to stress and change, the relationship between stress and organisational change, and the ways ...",,"The caring manager in health and social care In this free course, The caring manager in health and social care, particular attention will be paid to stress and change, the relationship between stress and organisational change, and the ways ...",OpenLearn (The Open University),health sports psychology,Intermediate,,https://www.open.edu/openlearn/health-sports-psychology/the-caring-manager-health-and-social-care
openlearn_ab96aa8b38c0,Upper intermediate French: discovering French cinema,"This free course, Upper intermediate French: discovering French cinema, will help you discover aspects of French and francophone cinema. At the same time, you will also focus on grammatical points,...",,"Upper intermediate French: discovering French cinema This free course, Upper intermediate French: discovering French cinema, will help you discover aspects of French and francophone cinema. At the same time, you will also focus on grammatical points,...",OpenLearn (The Open University),languages,Intermediate,,https://www.open.edu/openlearn/languages/upper-intermediate-french-discovering-french-cinema
openlearn_3250eb0475f9,Getting started with Spanish 3,"This free course will take you some steps further in your journey toward learning Spanish. You should have some previous knowledge of Spanish, whether you have studied Getting Started with Spanish ...",,"Getting started with Spanish 3 This free course will take you some steps further in your journey toward learning Spanish. You should have some previous knowledge of Spanish, whether you have studied Getting Started with Spanish ...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-spanish-3
openlearn_8468eeca87ce,Getting started with Spanish 2,"This free course is your next step to continue your journey learning Spanish, one of the most widely spoken languages in the world. You should have some knowledge of Spanish, either because you ...",,"Getting started with Spanish 2 This free course is your next step to continue your journey learning Spanish, one of the most widely spoken languages in the world. You should have some knowledge of Spanish, either because you ...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-spanish-2
openlearn_83a804ef1c0c,Using data to aid organisational change,"Explore how to use data to inform a change you would like to make within your business or organisational context.&nbsp;It looks at the type&nbsp;of&nbsp;evidence you can gather to inform your proposed change, and...",,"Using data to aid organisational change Explore how to use data to inform a change you would like to make within your business or organisational context.&nbsp;It looks at the type&nbsp;of&nbsp;evidence you can gather to inform your proposed change, and...",OpenLearn (The Open University),money business,Intermediate,,https://www.open.edu/openlearn/money-business/using-data-aid-organisational-change
openlearn_42bc0d1e32ab,What do we mean by digital health and social care?,"This free course, What do we mean by digital health and social care?,&nbsp;will focus on digital health and social care technologies. It will explore the different types of technologies that exist in ...",,"What do we mean by digital health and social care? This free course, What do we mean by digital health and social care?,&nbsp;will focus on digital health and social care technologies. It will explore the different types of technologies that exist in ...",OpenLearn (The Open University),health sports psychology,Introductory,,https://www.open.edu/openlearn/health-sports-psychology/what-do-we-mean-digital-health-and-social-care
openlearn_8cebb67881a5,Could we control our climate?,"Climate crisis is one of the grand challenges we face as a society, but it can be hard to approach as a subject. Not only can the science at times seem dauntingly complex, but the solutions are ...",,"Could we control our climate? Climate crisis is one of the grand challenges we face as a society, but it can be hard to approach as a subject. Not only can the science at times seem dauntingly complex, but the solutions are ...",OpenLearn (The Open University),science maths technology,Introductory,,https://www.open.edu/openlearn/science-maths-technology/could-we-control-our-climate
openlearn_d5cc63f3eab3,Getting started with German 3,"You'll start this course by building your vocabulary with language to use whilst shopping, such as items of clothing, colours, and how to ask for help. Then, in Week 2, you'll learn how to talk ...",,"Getting started with German 3 You'll start this course by building your vocabulary with language to use whilst shopping, such as items of clothing, colours, and how to ask for help. Then, in Week 2, you'll learn how to talk ...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-german-3
openlearn_1c811f44aedb,Simone de Beauvoir and the feminist revolution,"In this free course you will study the ideas of philosopher Simone de Beauvoir (1908-1986). In doing so you will also briefly study the philosophy of Beauvoir’s lifelong partner, philosopher ...",,"Simone de Beauvoir and the feminist revolution In this free course you will study the ideas of philosopher Simone de Beauvoir (1908-1986). In doing so you will also briefly study the philosophy of Beauvoir’s lifelong partner, philosopher ...",OpenLearn (The Open University),history the arts,Introductory,,https://www.open.edu/openlearn/history-the-arts/simone-de-beauvoir-and-the-feminist-revolution
openlearn_f9fc5b63b22d,Exploring evidence-based policing,"This course, Exploring evidence-based policing, examines the basic elements of evidence-based policing and gives insight into how more evidence-based approaches can inform better policing practice.",,"Exploring evidence-based policing This course, Exploring evidence-based policing, examines the basic elements of evidence-based policing and gives insight into how more evidence-based approaches can inform better policing practice.",OpenLearn (The Open University),money business,Introductory,,https://www.open.edu/openlearn/money-business/leadership-management/exploring-evidence-based-policing/content-section-0
openlearn_84ff8c88b6bb,Business models in strategic management,"This course introduces you to the theory and practice of business models as they have developed in strategy literature. In particular, you will explore the emergence of the business model idea, ...",,"Business models in strategic management This course introduces you to the theory and practice of business models as they have developed in strategy literature. In particular, you will explore the emergence of the business model idea, ...",OpenLearn (The Open University),money business,Intermediate,,https://www.open.edu/openlearn/money-business/business-models-strategic-management
openlearn_2669eaf5babd,Accessibility and inclusion in digital health,"In this free course, Accessibility and inclusion in digital health,&nbsp;you will consider some of the ways that people can access digital health in the UK and how they are able to take more control ...",,"Accessibility and inclusion in digital health In this free course, Accessibility and inclusion in digital health,&nbsp;you will consider some of the ways that people can access digital health in the UK and how they are able to take more control ...",OpenLearn (The Open University),health sports psychology,Introductory,,https://www.open.edu/openlearn/health-sports-psychology/accessibility-and-inclusion-digital-health
openlearn_14d4ea064f07,Social media and networks in health and social care,"The focus of this free course, Social media and networks in health and social care, will be on the concept of internet safety and the possible advantages and disadvantages the internet offers in ...",,"Social media and networks in health and social care The focus of this free course, Social media and networks in health and social care, will be on the concept of internet safety and the possible advantages and disadvantages the internet offers in ...",OpenLearn (The Open University),health sports psychology,Introductory,,https://www.open.edu/openlearn/health-sports-psychology/social-media-and-networks-health-and-social-care
openlearn_bc736f9dd60a,Innovation in health and social care practice,"This free course, Innovation in health and social care practice, focuses on how digital technology and innovation changes the expectations and job roles for health and social care practitioners. ...",,"Innovation in health and social care practice This free course, Innovation in health and social care practice, focuses on how digital technology and innovation changes the expectations and job roles for health and social care practitioners. ...",OpenLearn (The Open University),health sports psychology,Introductory,,https://www.open.edu/openlearn/health-sports-psychology/innovation-health-and-social-care-practice
openlearn_7cc7b30bbb49,Digital innovation in social care and social work,"This free course, Digital innovation in social care and social work,&nbsp;explores how digital technology has made a difference, both to the social care sector and people living in their own communities...",,"Digital innovation in social care and social work This free course, Digital innovation in social care and social work,&nbsp;explores how digital technology has made a difference, both to the social care sector and people living in their own communities...",OpenLearn (The Open University),health sports psychology,Introductory,,https://www.open.edu/openlearn/health-sports-psychology/digital-innovation-social-care-and-social-work
openlearn_3c00348bcf96,Innovation in health and social care: social and historical,"This free course, Innovation in health and social care: social and historical,&nbsp;focuses on digital technologies and innovations in health and social care and explores the types of innovations that ...",,"Innovation in health and social care: social and historical This free course, Innovation in health and social care: social and historical,&nbsp;focuses on digital technologies and innovations in health and social care and explores the types of innovations that ...",OpenLearn (The Open University),health sports psychology,Introductory,,https://www.open.edu/openlearn/health-sports-psychology/innovation-health-and-social-care-social-and-historical
openlearn_45c4f9d338dc,The history of female protest and suffrage in the UK,"This free course focuses on one example of democratic protest: the campaign to extend the vote to women in the UK. In the course you'll be introduced to two key figures in the campaign, Ada Nield ...",,"The history of female protest and suffrage in the UK This free course focuses on one example of democratic protest: the campaign to extend the vote to women in the UK. In the course you'll be introduced to two key figures in the campaign, Ada Nield ...",OpenLearn (The Open University),history the arts,Introductory,,https://www.open.edu/openlearn/history-the-arts/the-history-female-protest-and-suffrage-the-uk
openlearn_6b9b9681e9c6,Understanding ADHD,"This course explores the experience of ADHD from the perspective of those who are diagnosed with the condition, and those who care for them. It covers the contribution of scientific research to ...",,"Understanding ADHD This course explores the experience of ADHD from the perspective of those who are diagnosed with the condition, and those who care for them. It covers the contribution of scientific research to ...",OpenLearn (The Open University),health sports psychology,Intermediate,,https://www.open.edu/openlearn/health-sports-psychology/understanding-adhd
openlearn_041000b852bd,Getting started with Chinese business culture essentials,"Business dealings with China are on the increase. As a result, more and more organisations and business people are realising the need of doing more than just adhering to the rules of Chinese ...",,"Getting started with Chinese business culture essentials Business dealings with China are on the increase. As a result, more and more organisations and business people are realising the need of doing more than just adhering to the rules of Chinese ...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-chinese-business-culture-essentials
openlearn_e8f8f81c8c86,"Justice, fairness and mediation","This free course, Justice, fairness and mediation, considers the concepts of justice and fairness from various perspectives but mainly focuses on effective policing and community empowerment.&nbsp;",,"Justice, fairness and mediation This free course, Justice, fairness and mediation, considers the concepts of justice and fairness from various perspectives but mainly focuses on effective policing and community empowerment.&nbsp;",OpenLearn (The Open University),money business,Introductory,,https://www.open.edu/openlearn/money-business/leadership-management/justice-fairness-and-mediation/content-section-0
openlearn_d996a36eaaf1,Getting started with Chinese 2,"Have you always wanted to speak Mandarin Chinese? Have you even started learning a few basic words and expressions? If so, this course will give you more essentials of reading, writing, speaking ...",,"Getting started with Chinese 2 Have you always wanted to speak Mandarin Chinese? Have you even started learning a few basic words and expressions? If so, this course will give you more essentials of reading, writing, speaking ...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-chinese-2
openlearn_f0760643acb2,Getting started with Spanish 1,"If you want to learn a new language for work or for leisure, this free course will introduce you to one of the most widely spoken languages in the world – Spanish. Whether this is the first time ...",,"Getting started with Spanish 1 If you want to learn a new language for work or for leisure, this free course will introduce you to one of the most widely spoken languages in the world – Spanish. Whether this is the first time ...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-spanish-1
openlearn_37bd3beaa8ae,Getting started with French 2,"This two-week course offers you the opportunity to discuss food, your likes and dislikes as well as to shop or order food. Little by little, you will improve your ability to make more sophisticated...",,"Getting started with French 2 This two-week course offers you the opportunity to discuss food, your likes and dislikes as well as to shop or order food. Little by little, you will improve your ability to make more sophisticated...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-french-2
openlearn_4bbb2b169fdc,Getting started with German 2,"Starting at a typical breakfast table in a German-speaking country, this course will build your vocabulary, teach you how to express your likes and dislikes and introduce you to grammatical ...",,"Getting started with German 2 Starting at a typical breakfast table in a German-speaking country, this course will build your vocabulary, teach you how to express your likes and dislikes and introduce you to grammatical ...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-german-2
openlearn_cbed1603f72f,Getting started with Chinese 3,Have you previously learned some basic Mandarin Chinese and now want to go a step further? This third introductory course in the Getting started with Chinese series will help you consolidate your ...,,Getting started with Chinese 3 Have you previously learned some basic Mandarin Chinese and now want to go a step further? This third introductory course in the Getting started with Chinese series will help you consolidate your ...,OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-chinese-3
openlearn_d7a17dadcf59,Getting started with French 3,"In this course you will learn how to ask for directions in French. Along the way, you will build up your vocabulary so little by little you will be able to have more complex conversations and ...",,"Getting started with French 3 In this course you will learn how to ask for directions in French. Along the way, you will build up your vocabulary so little by little you will be able to have more complex conversations and ...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-french-3
openlearn_00c90374480d,Getting started with German 1,"Almost 100 million people speak German as their main language. Most of them live in Germany, Austria and Switzerland, making German one of the most widely-used languages in Europe. Although now ...",,"Getting started with German 1 Almost 100 million people speak German as their main language. Most of them live in Germany, Austria and Switzerland, making German one of the most widely-used languages in Europe. Although now ...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-german-1
openlearn_9051861459a7,Getting started with French 1,"Whether you want to visit, work or live in a French-speaking environment, you will get more out of the experience if you can communicate effectively with people. In this short course you will begin...",,"Getting started with French 1 Whether you want to visit, work or live in a French-speaking environment, you will get more out of the experience if you can communicate effectively with people. In this short course you will begin...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-french-1
openlearn_05f240dfafc8,Getting started with Italian 1,"Are you fascinated by the Italian culture and lifestyle, cuisine, historic cities, art and beautiful landscapes? Have you always loved the sound and musicality of the Italian language? Perhaps you’...",,"Getting started with Italian 1 Are you fascinated by the Italian culture and lifestyle, cuisine, historic cities, art and beautiful landscapes? Have you always loved the sound and musicality of the Italian language? Perhaps you’...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-italian-1
openlearn_7cd9944c9353,Decision trees and dealing with uncertainty,"This free course introduces basic ideas of probability. It focuses on dealing with uncertainty in a financial context and explores decision trees, a powerful decision-making technique, which can ...",,"Decision trees and dealing with uncertainty This free course introduces basic ideas of probability. It focuses on dealing with uncertainty in a financial context and explores decision trees, a powerful decision-making technique, which can ...",OpenLearn (The Open University),money business,Advanced,,https://www.open.edu/openlearn/money-business/decision-trees-and-dealing-uncertainty
openlearn_d8db805cdeb4,Understanding research with children and young people,The course covers why it is important to include children and young people in research about their lives. It explores what it means to carry out research with children and young people. The course ...,,Understanding research with children and young people The course covers why it is important to include children and young people in research about their lives. It explores what it means to carry out research with children and young people. The course ...,OpenLearn (The Open University),health sports psychology,Intermediate,,https://www.open.edu/openlearn/health-sports-psychology/understanding-research-children-and-young-people
openlearn_8d70cdcaa7f6,Janis Joplin and the Sexual Revolution,"This free course,&nbsp;Janis Joplin and the Sexual Revolution, will introduce you to issues around the sexual revolution and how this, and other contemporary social revolutions of the 1960s, impacted ...",,"Janis Joplin and the Sexual Revolution This free course,&nbsp;Janis Joplin and the Sexual Revolution, will introduce you to issues around the sexual revolution and how this, and other contemporary social revolutions of the 1960s, impacted ...",OpenLearn (The Open University),history the arts,Introductory,,https://www.open.edu/openlearn/history-the-arts/janis-joplin-and-the-sexual-revolution
openlearn_31f4a9eeb91a,Pyliau o banig: beth ydyn nhw a beth allwch chi ei wneud amdanyn nhw,"Mae “Pyliau o banig: beth ydyn nhw, a beth i'w wneud yn eu cylch” yn gwrs rhad ac am ddim a ddylai fod o gymorth i unrhyw un sy'n profi pyliau o banig neu banig, i'w teulu a'u ffrindiau, ac i ...",,"Pyliau o banig: beth ydyn nhw a beth allwch chi ei wneud amdanyn nhw Mae “Pyliau o banig: beth ydyn nhw, a beth i'w wneud yn eu cylch” yn gwrs rhad ac am ddim a ddylai fod o gymorth i unrhyw un sy'n profi pyliau o banig neu banig, i'w teulu a'u ffrindiau, ac i ...",OpenLearn (The Open University),health sports psychology,,,https://www.open.edu/openlearn/health-sports-psychology/pyliau-o-banig-beth-ydyn-nhw-beth-allwch-chi-ei-wneud-amdanyn-nhw
openlearn_ef373df01d84,Ymwybyddiaeth ofalgar ym maes iechyd meddwl ac mewn carchardai,"Mae'r cwrs rhad ac am ddim hwn, “Ymwybyddiaeth Ofalgar mewn Lleoliadau Iechyd Meddwl a Charchardai”, yn cyflwyno syniadau ac arferion allweddol ymwybyddiaeth ofalgar, yn disgrifio sut mae'n helpu i...",,"Ymwybyddiaeth ofalgar ym maes iechyd meddwl ac mewn carchardai Mae'r cwrs rhad ac am ddim hwn, “Ymwybyddiaeth Ofalgar mewn Lleoliadau Iechyd Meddwl a Charchardai”, yn cyflwyno syniadau ac arferion allweddol ymwybyddiaeth ofalgar, yn disgrifio sut mae'n helpu i...",OpenLearn (The Open University),health sports psychology,,,https://www.open.edu/openlearn/health-sports-psychology/ymwybyddiaeth-ofalgar-ym-maes-iechyd-meddwl-ac-mewn-carchardai
openlearn_8080e4c2fbbb,Ymarfer corff ac iechyd meddwl,Yn flynyddol caiff miloedd o bunnoedd eu gwario ar feddyginiaethau i drin cyflyrau megis gorbryder ac iselder. Mae gan y meddyginiaethau hyn sgil effeithiau negyddol yn aml. Mae ymarfer corff yn ...,,Ymarfer corff ac iechyd meddwl Yn flynyddol caiff miloedd o bunnoedd eu gwario ar feddyginiaethau i drin cyflyrau megis gorbryder ac iselder. Mae gan y meddyginiaethau hyn sgil effeithiau negyddol yn aml. Mae ymarfer corff yn ...,OpenLearn (The Open University),health sports psychology,,,https://www.open.edu/openlearn/health-sports-psychology/sport-fitness/ymarfer-corff-ac-iechyd-meddwl/content-section-0
openlearn_4c0eec48458d,"Youth justice in the UK: children, young people and crime",This free course will introduce you to the many ways of working with children in trouble with the law. You will learn about the emergence of the youth justice system in England and Wales and how...,,"Youth justice in the UK: children, young people and crime This free course will introduce you to the many ways of working with children in trouble with the law. You will learn about the emergence of the youth justice system in England and Wales and how...",OpenLearn (The Open University),education development,Introductory,,https://www.open.edu/openlearn/education-development/youth-justice-the-uk-children-young-people-and-crime
openlearn_3e45ca529b2a,Ewch â’ch addysgu ar-lein,"Mae dysgu ar-lein wedi datblygu’n gyflym ac fe’i gwelir bellach ym mhob maes addysg, o ysgolion i hyfforddi sgiliau. Mae mwy o bobl nag erioed yn dysgu trwy gyrsiau ar-lein. Hyd yn oed pan addysgir...",,"Ewch â’ch addysgu ar-lein Mae dysgu ar-lein wedi datblygu’n gyflym ac fe’i gwelir bellach ym mhob maes addysg, o ysgolion i hyfforddi sgiliau. Mae mwy o bobl nag erioed yn dysgu trwy gyrsiau ar-lein. Hyd yn oed pan addysgir...",OpenLearn (The Open University),education development,,,https://www.open.edu/openlearn/education-development/education/ewch-ach-addysgu-ar-lein/content-section-overview
openlearn_4af34263d27f,The psychology of cybercrime,"In this free course, The psychology of cybercrime, you will explore different questions about cybercrime from a psychological angle in an attempt to better understand this relatively recent field ...",,"The psychology of cybercrime In this free course, The psychology of cybercrime, you will explore different questions about cybercrime from a psychological angle in an attempt to better understand this relatively recent field ...",OpenLearn (The Open University),health sports psychology,Advanced,,https://www.open.edu/openlearn/health-sports-psychology/psychology/the-psychology-cybercrime/content-section-0
openlearn_da28c0174ff9,Engaging with children and young people,"This free course,&nbsp;Engaging with children and young people, explores how police engage with children and young people and how this can be approached differently.",,"Engaging with children and young people This free course,&nbsp;Engaging with children and young people, explores how police engage with children and young people and how this can be approached differently.",OpenLearn (The Open University),money business,Introductory,,https://www.open.edu/openlearn/money-business/leadership-management/engaging-children-and-young-people/content-section-0
openlearn_159b7830af33,Why are nonhuman animals victims of harm?,"In this free course, Why are nonhuman animals victims of harm? you will investigate why nonhuman animals tend to be overlooked as victims of violence. The course explores some of the social ...",,"Why are nonhuman animals victims of harm? In this free course, Why are nonhuman animals victims of harm? you will investigate why nonhuman animals tend to be overlooked as victims of violence. The course explores some of the social ...",OpenLearn (The Open University),society politics law,Intermediate,,https://www.open.edu/openlearn/society-politics-law/why-are-nonhuman-animals-victims-harm
openlearn_db0298b9b7f9,Understanding your customers,"This free course, Understanding your customers, is a short introduction to understanding customers. The course underlines the relevance of understanding customers as individuals, members of society...",,"Understanding your customers This free course, Understanding your customers, is a short introduction to understanding customers. The course underlines the relevance of understanding customers as individuals, members of society...",OpenLearn (The Open University),money business,Intermediate,,https://www.open.edu/openlearn/money-business/understanding-your-customers
openlearn_6948943d5ad0,Training for speed and power in sport and fitness,In this free course you will explore two aspects of strength and conditioning in sport and fitness: speed and power. Strength and conditioning is the physical preparation of athletes and in this ...,,Training for speed and power in sport and fitness In this free course you will explore two aspects of strength and conditioning in sport and fitness: speed and power. Strength and conditioning is the physical preparation of athletes and in this ...,OpenLearn (The Open University),health sports psychology,Intermediate,,https://www.open.edu/openlearn/health-sports-psychology/training-speed-and-power-sport-and-fitness
openlearn_bab0f781e66e,Companies and financial accounting,This course introduces you to the legal characteristics of limited companies and how limited companies raise finance through ordinary shares and loan capital. It also introduces the interests of ...,,Companies and financial accounting This course introduces you to the legal characteristics of limited companies and how limited companies raise finance through ordinary shares and loan capital. It also introduces the interests of ...,OpenLearn (The Open University),money business,Introductory,,https://www.open.edu/openlearn/money-business/companies-and-financial-accounting
openlearn_890bf9d8b1ae,Digital humanities: humanities research in the digital age,This free course will prepare you for the challenges of doing research in an increasingly digital world. It introduces the methods of digital humanities and explains how research methods in the ...,,Digital humanities: humanities research in the digital age This free course will prepare you for the challenges of doing research in an increasingly digital world. It introduces the methods of digital humanities and explains how research methods in the ...,OpenLearn (The Open University),history the arts,Advanced,,https://www.open.edu/openlearn/history-the-arts/digital-humanities-humanities-research-the-digital-age
openlearn_41321b8cd904,Gamified Intelligent Cyber Aptitude and Skills Training (GICAST),"This free course, Gamified Intelligent Cyber Aptitude and Skills Training (GICAST), will help you to understand online security and start to protect your digital life, whether at home or work. You...",,"Gamified Intelligent Cyber Aptitude and Skills Training (GICAST) This free course, Gamified Intelligent Cyber Aptitude and Skills Training (GICAST), will help you to understand online security and start to protect your digital life, whether at home or work. You...",OpenLearn (The Open University),digital computing,Introductory,,https://www.open.edu/openlearn/digital-computing/gamified-intelligent-cyber-aptitude-and-skills-training-gicast
openlearn_375e5ba7bf79,The athlete’s journey: transitions through sport,"The athlete’s journey through sport can be characterised by several transitions and periods of change. This course is designed to help you understand that journey, whether in reference to ...",,"The athlete’s journey: transitions through sport The athlete’s journey through sport can be characterised by several transitions and periods of change. This course is designed to help you understand that journey, whether in reference to ...",OpenLearn (The Open University),health sports psychology,Intermediate,,https://www.open.edu/openlearn/health-sports-psychology/the-athletes-journey-transitions-through-sport
openlearn_bcda05fcc364,A spiritual revolution? Wicca and religious change in the 1960s,"This free course, A spiritual revolution?&nbsp;Wicca and religious change in the 1960s looks at the ‘crisis’ of traditional religion in the Sixties in the Western world. It explores the process of ...",,"A spiritual revolution? Wicca and religious change in the 1960s This free course, A spiritual revolution?&nbsp;Wicca and religious change in the 1960s looks at the ‘crisis’ of traditional religion in the Sixties in the Western world. It explores the process of ...",OpenLearn (The Open University),history the arts,Introductory,,https://www.open.edu/openlearn/history-the-arts/a-spiritual-revolution-wicca-and-religious-change-the-1960s
openlearn_e66957e97a97,Training for endurance in sport and fitness,In this free course you will explore an important aspect of strength and conditioning which refers to the physical preparation of athletes: endurance. You will look at the physiological factors ...,,Training for endurance in sport and fitness In this free course you will explore an important aspect of strength and conditioning which refers to the physical preparation of athletes: endurance. You will look at the physiological factors ...,OpenLearn (The Open University),health sports psychology,Intermediate,,https://www.open.edu/openlearn/health-sports-psychology/training-endurance-sport-and-fitness
openlearn_e011aa807801,Getting started with Chinese 1,"Have you always wanted to learn how to speak Mandarin Chinese? Are you fascinated by the sound, the script and its ancient civilisation? If so, this introduction will get you started on the ...",,"Getting started with Chinese 1 Have you always wanted to learn how to speak Mandarin Chinese? Are you fascinated by the sound, the script and its ancient civilisation? If so, this introduction will get you started on the ...",OpenLearn (The Open University),languages,Introductory,,https://www.open.edu/openlearn/languages/getting-started-chinese-1
openlearn_0d5388166b80,Supporting children's mental health and wellbeing,"Do you have a professional or personal interest in the mental health issues affecting young children? Are you working with children or are you a parent or carer? This free course, Supporting ...",,"Supporting children's mental health and wellbeing Do you have a professional or personal interest in the mental health issues affecting young children? Are you working with children or are you a parent or carer? This free course, Supporting ...",OpenLearn (The Open University),education development,Introductory,,https://www.open.edu/openlearn/education-development/supporting-childrens-mental-health-and-wellbeing
openlearn_7abd51e9adb9,Addysg gynhwysol: deall yr hyn a olygwn (Cymru),"Ni waeth pa ysgol y byddwch yn eich canfod eich hun ynddi, bydd y ffordd y mae'n ymdrin ag addysg gynhwysol yn ffactor bwysig wrth bennu diwylliant ei hamgylchedd dysgu ac addysgu.",,"Addysg gynhwysol: deall yr hyn a olygwn (Cymru) Ni waeth pa ysgol y byddwch yn eich canfod eich hun ynddi, bydd y ffordd y mae'n ymdrin ag addysg gynhwysol yn ffactor bwysig wrth bennu diwylliant ei hamgylchedd dysgu ac addysgu.",OpenLearn (The Open University),education development,,,https://www.open.edu/openlearn/education-development/education-careers/addysg-gynhwysol-deall-yr-hyn-olygwn-cymru/content-section-overview
